상가업소번호,상호명,지점명,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류명,시도명,시군구명,행정동명,법정동명,지번주소,도로명,도로명주소,경도,위도
MA010120220800215029,라이라이라이,,I2,음식,I204,서양식,I20401,경양식,서양식 음식점업,서울특별시,마포구,연남동,연남동,서울특별시 마포구 연남동 227-5,서울특별시 마포구 동교로46길,서울특별시 마포구 동교로46길 42,126.926789,37.56208737
MA010120220800215686,라운드,,I2,음식,I204,서양식,I20401,경양식,서양식 음식점업,서울특별시,마포구,연남동,연남동,서울특별시 마포구 연남동 390-28,서울특별시 마포구 동교로38길,서울특별시 마포구 동교로38길 27-19,126.9259535,37.56194462
MA010120220800211205,비스트로티앤제인,,I2,음식,I204,서양식,I20401,경양식,서양식 음식점업,서울특별시,마포구,연남동,연남동,서울특별시 마포구 연남동 223-111,서울특별시 마포구 성미산로,서울특별시 마포구 성미산로 165-6,126.9246906,37.56475337
MA010120220800216335,아씨씨,,I2,음식,I204,서양식,I20401,경양식,서양식 음식점업,서울특별시,마포구,연남동,연남동,서울특별시 마포구 연남동 227-6,서울특별시 마포구 동교로46길,서울특별시 마포구 동교로46길 42-4,126.9267221,37.56201468
MA010120220800196555,곰셰프네,,I2,음식,I204,서양식,I20401,경양식,서양식 음식점업,서울특별시,마포구,연남동,연남동,서울특별시 마포구 연남동 566-64,서울특별시 마포구 연남로,서울특별시 마포구 연남로 17,126.9225459,37.56120175
MA010120220800158060,표정,,I2,음식,I204,서양식,I20401,경양식,서양식 음식점업,서울특별시,마포구,연남동,연남동,서울특별시 마포구 연남동 387-15,서울특별시 마포구 동교로,서울특별시 마포구 동교로 262-10,126.9255582,37.56267086
MA010120220800452038,오물오물,,I2,음식,I204,서양식,I20401,경양식,서양식 음식점업,서울특별시,마포구,연남동,연남동,서울특별시 마포구 연남동 260-28,서울특별시 마포구 동교로,서울특별시 마포구 동교로 240,126.924446,37.56130017
MA010120220800759184,호안끼엠,,I2,음식,I204,서양식,I20401,경양식,서양식 음식점업,서울특별시,마포구,연남동,연남동,서울특별시 마포구 연남동 383-91,서울특별시 마포구 동교로46길,서울특별시 마포구 동교로46길 42-9,126.9266806,37.561753
MA010120220800893310,질리,,I2,음식,I204,서양식,I20401,경양식,서양식 음식점업,서울특별시,마포구,연남동,연남동,서울특별시 마포구 연남동 390-24,서울특별시 마포구 동교로38길,서울특별시 마포구 동교로38길 23,126.9254799,37.56181416
MA010120220801949077,신도씨엔아이,,I2,음식,I204,서양식,I20401,경양식,서양식 음식점업,서울특별시,마포구,연남동,연남동,서울특별시 마포구 연남동 566-61,서울특별시 마포구 연남로1길,서울특별시 마포구 연남로1길 6-9,126.9222291,37.56118984
MA010120220802585849,우아하게스테이크,,I2,음식,I204,서양식,I20402,파스타/스테이크,서양식 음식점업,서울특별시,마포구,연남동,연남동,서울특별시 마포구 연남동 383-38,서울특별시 마포구 연희로1길,서울특별시 마포구 연희로1길 45,126.9259099,37.56103417
MA010120220803123203,오마오ma,,I2,음식,I204,서양식,I20401,경양식,서양식 음식점업,서울특별시,마포구,연남동,연남동,서울특별시 마포구 연남동 387-13,서울특별시 마포구 동교로,서울특별시 마포구 동교로 262-6,126.9253971,37.5628496
