상가업소번호,상호명,지점명,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류명,시도명,시군구명,행정동명,법정동명,지번주소,도로명,도로명주소,경도,위도
MA010120220805419975,연남동와이탑,,I2,음식,I204,서양식,I20401,경양식,서양식 음식점업,서울특별시,마포구,연남동,연남동,서울특별시 마포구 연남동 223-21,서울특별시 마포구 성미산로,서울특별시 마포구 성미산로 163,126.924247,37.5649025
MA010120220805177838,비스트로가마,,I2,음식,I204,서양식,I20401,경양식,서양식 음식점업,서울특별시,마포구,연남동,연남동,서울특별시 마포구 연남동 390-68,서울특별시 마포구 동교로38안길,서울특별시 마포구 동교로38안길 10,126.9248513,37.56224094
MA010120220805088631,연남일기,,I2,음식,I204,서양식,I20401,경양식,서양식 음식점업,서울특별시,마포구,연남동,연남동,서울특별시 마포구 연남동 260-38,서울특별시 마포구 동교로34길,서울특별시 마포구 동교로34길 9,126.9249139,37.56103412
MA010120220805242975,고릴라요정,,I2,음식,I204,서양식,I20401,경양식,서양식 음식점업,서울특별시,마포구,연남동,연남동,서울특별시 마포구 연남동 385-6,서울특별시 마포구 동교로46길,서울특별시 마포구 동교로46길 23,126.9260497,37.56233294
MA010120220805377654,루나씨엘로,,I2,음식,I204,서양식,I20401,경양식,서양식 음식점업,서울특별시,마포구,연남동,연남동,서울특별시 마포구 연남동 381-5,서울특별시 마포구 동교로34길,서울특별시 마포구 동교로34길 21,126.9255505,37.56084168
MA010120220805322308,발리문,,I2,음식,I204,서양식,I20401,경양식,서양식 음식점업,서울특별시,마포구,연남동,연남동,서울특별시 마포구 연남동 228-48,서울특별시 마포구 동교로,서울특별시 마포구 동교로 248-1,126.924515,37.56201261
MA0101202212A0079635,문득,,I2,음식,I204,서양식,I20401,경양식,서양식 음식점업,서울특별시,마포구,연남동,연남동,서울특별시 마포구 연남동 229-56,서울특별시 마포구 동교로,서울특별시 마포구 동교로 257,126.9246391,37.56282468
MA0101202301A0030942,워코,,I2,음식,I204,서양식,I20401,경양식,서양식 음식점업,서울특별시,마포구,연남동,연남동,서울특별시 마포구 연남동 241-90,서울특별시 마포구 성미산로29안길,서울특별시 마포구 성미산로29안길 27-7,126.923229,37.56564108
MA0101202212A0088298,젠틀키친,,I2,음식,I204,서양식,I20401,경양식,서양식 음식점업,서울특별시,마포구,연남동,연남동,서울특별시 마포구 연남동 454-12,서울특별시 마포구 동교로51길,서울특별시 마포구 동교로51길 129-4,126.9199478,37.56632293
MA0101202302A0010758,바온,,I2,음식,I204,서양식,I20401,경양식,서양식 음식점업,서울특별시,마포구,연남동,연남동,서울특별시 마포구 연남동 383-34,서울특별시 마포구 연희로1길,서울특별시 마포구 연희로1길 45-4,126.9260089,37.5612333
MA0101202301A0011540,빵위에치즈,마포점,I2,음식,I204,서양식,I20401,경양식,서양식 음식점업,서울특별시,마포구,연남동,연남동,서울특별시 마포구 연남동 478-18,서울특별시 마포구 성미산로19길,서울특별시 마포구 성미산로19길 60,126.9180179,37.56436803
MA0101202302A0038886,그윅,,I2,음식,I204,서양식,I20401,경양식,서양식 음식점업,서울특별시,마포구,연남동,연남동,서울특별시 마포구 연남동 224-6,서울특별시 마포구 동교로50길,서울특별시 마포구 동교로50길 11,126.9267783,37.56361904
MA0101202302A0047735,홈부쉬,,I2,음식,I204,서양식,I20401,경양식,서양식 음식점업,서울특별시,마포구,연남동,연남동,서울특별시 마포구 연남동 228-24,서울특별시 마포구 동교로,서울특별시 마포구 동교로 262-4,126.9253058,37.56290283
